IMSI,MSISDN,IMEI,IP_Address,Timestamp,MCC,MNC,PLMN,TMSI,LMSI,TLLI,LAI,RAI,Network_Type,Device_Type,Linkage_Index
240242079597093,467214181843,910566267901740,70.102.23.197,260401200619+0100,240,24,24024,18195328,30934300,24869318,240-24-8102,240-24-8102-37,5G,Tablet,2779
3102604162796365,120229555100,587790401081948,158.169.60.20,260404191649-0500,310,260,310260,95789382,78587680,73650195,310-260-1266,310-260-1266-63,4G,Tablet,830
234201846503207,447726156849,407000343147684,154.187.127.113,260404185303+0100,234,20,23420,75546869,63546411,57608332,234-20-5712,234-20-5712-35,3G,IoT Device,2701
234157864482961,447405287001,871583920624652,111.231.231.65,260405003013+0100,234,15,23415,52204082,71082766,72287398,234-15-9850,234-15-9850-27,5G,Smartphone,1881
240020828834690,467906955456,368359453525261,112.239.140.45,260402032732+0200,240,02,24002,20640027,29367853,28392308,240-02-6310,240-02-6310-11,5G,Smartphone,2762
240071772379730,467905330192,542530001864704,210.133.45.128,260402172901+0100,240,07,24007,27724591,22506192,20653680,240-07-7658,240-07-7658-37,4G,IoT Device,1904
206101415709952,324504605989,859725962611044,43.217.126.190,260403143447+0200,206,10,20610,54459644,46302457,49963581,206-10-5781,206-10-5781-64,4G,Smartphone,2291
234383096906764,447809228849,783366227455135,155.214.16.176,260407144346+0100,234,38,23438,68040123,65222790,54556181,234-38-3253,234-38-3253-87,4G,Tablet,558
206011983863840,324866580043,932903807359893,180.66.187.224,260401192615+0200,206,01,20601,56043163,54324094,31492705,206-01-4342,206-01-4342-79,3G,Tablet,65
3101203958454505,130596537047,651515788098568,158.169.60.20,260402132640-0500,310,120,310120,77899172,80497243,68637610,310-120-3414,310-120-3414-88,4G,IoT Device,1765
234303778892141,447810072908,986780414798011,143.123.234.18,260403101946+0000,234,30,23430,65304182,52045252,74657466,234-30-2140,234-30-2140-35,3G,IoT Device,1287
206010488819875,324997322927,804888560992839,79.226.92.80,260403104217+0100,206,01,20601,58316355,48102687,38291082,206-01-7046,206-01-7046-91,5G,Smartphone,1627
234389843620171,447314230818,407345337260346,2.105.13.72,260403182014+0100,234,38,23438,76624600,56594189,76217814,234-38-7859,234-38-7859-87,3G,Tablet,2481
206105546321827,324506268610,849232394476077,44.1.90.52,260408065607+0100,206,10,20610,50174893,47069283,53121388,206-10-9117,206-10-9117-64,5G,Tablet,2258
240017325759212,467203489905,649906934317210,162.91.143.212,260407144627+0100,240,01,24001,31677224,31945927,19389804,240-01-8527,240-01-8527-37,3G,Tablet,1659
206109795080466,324563828504,237184896275020,45.157.131.57,260406205647+0200,206,10,20610,51454641,50620679,30298302,206-10-9167,206-10-9167-91,4G,Smartphone,1412
234308190056735,447463595176,420285345241302,111.31.44.232,260408094647+0100,234,30,23430,73639988,56231722,77054466,234-30-2140,234-30-2140-92,4G,Smartphone,1149
206050668815571,324756616689,504688100936364,19.194.72.92,260405125634+0200,206,05,20605,43667799,51448887,25474828,206-05-8699,206-05-8699-40,3G,Smartphone,1053
3101205830033542,120268942104,490342457898562,213.75.251.67,260320181625-0500,310,120,310120,81500205,86447667,89108918,310-120-9745,310-120-9745-35,4G,IoT Device,55
234158917005229,447384574965,929646199052702,118.170.66.201,260404033446+0000,234,15,23415,61789254,70683667,70818398,234-15-9850,234-15-9850-35,5G,Tablet,946
3101202576210902,161705795500,173562114441566,187.244.188.21,260403233937-0700,310,120,310120,92814309,77993964,67769115,310-120-5469,310-120-5469-51,5G,Smartphone,1539
234303962746662,447359183270,143063260466614,113.78.65.128,260402095705+0000,234,30,23430,61084094,71033181,69774103,234-30-3324,234-30-3324-87,5G,IoT Device,460
234302071277719,447301646082,983206648219272,133.250.187.32,260407114725+0000,234,30,23430,63132355,61839563,72159494,234-30-3815,234-30-3815-35,4G,Smartphone,2472
3104108947578621,161708163602,108997339628686,158.169.60.20,260402191913-0600,310,410,310410,71678800,78605565,83376212,310-410-9612,310-410-9612-63,3G,IoT Device,2545
3104103967071060,120213032232,435219975433745,124.115.89.172,260401211328-0600,310,410,310410,76971361,84418583,87479566,310-410-3621,310-410-3621-88,4G,Smartphone,2163
240041399799271,467360338788,573474292858986,124.215.175.76,260404030343+0100,240,04,24004,27197637,31876185,13520309,240-04-6107,240-04-6107-62,4G,Smartphone,837
206105468002209,324864653175,927155185962742,139.54.83.46,260408052008+0200,206,10,20610,57665442,37252025,32775988,206-10-6272,206-10-6272-91,5G,Smartphone,2142
234333433066660,447552369238,316774192050258,211.196.178.183,260401162943+0000,234,33,23433,52061509,55046587,68729922,234-33-6752,234-33-6752-35,4G,Tablet,2687
234200533882499,447796608187,529794878804140,70.12.98.168,260405002126+0100,234,20,23420,56474765,64060517,57484551,234-20-6761,234-20-6761-87,4G,Smartphone,1268
234107258122590,447856684482,432061947337912,42.61.56.243,260405134402+0100,234,10,23410,53346372,54361765,52836568,234-10-5497,234-10-5497-87,5G,Smartphone,528
240166891008729,467242999063,867085056773923,121.176.23.197,260403071900+0100,240,16,24016,31918829,16130437,21208729,240-16-7991,240-16-7991-34,3G,Smartphone,2972
234101375926126,447504079820,948264616331506,182.162.5.10,260403025821+0000,234,10,23410,71379600,66196417,70501488,234-10-4588,234-10-4588-92,3G,Smartphone,2848
240160739928919,467927182653,413237897170864,23.233.99.78,260407013327+0200,240,16,24016,30493233,18805170,15758466,240-16-7991,240-16-7991-81,5G,Smartphone,610
3104801428400001,130574378471,123141547382322,107.216.249.95,260404065006-0800,310,480,310480,80909183,94277833,79966463,310-480-9238,310-480-9238-41,4G,Smartphone,1557
206012119864471,324634181291,604762058606253,26.231.16.35,260406215751+0200,206,01,20601,43994247,54459781,27398293,206-01-8381,206-01-8381-83,5G,Smartphone,2388
206056121669481,324501123301,663400407965567,152.102.23.85,260403072857+0200,206,05,20605,38245574,36266620,32428869,206-05-8172,206-05-8172-91,4G,Tablet,1366
206052488071963,324542918516,787031566212439,63.135.41.104,260405210216+0100,206,05,20605,31771801,51282977,42516213,206-05-4683,206-05-4683-64,3G,Tablet,2728
234308834856432,447754115652,734558927015626,92.198.46.91,260406153835+0100,234,30,23430,63453747,70937061,68941138,234-30-2140,234-30-2140-35,4G,Tablet,1642
3101205002921851,141569154522,686354817528953,168.47.176.67,260404160934-0700,310,120,310120,92331537,89761887,76767648,310-120-4300,310-120-4300-26,4G,Smartphone,42
206052851775656,324788469181,621299785463680,53.84.236.191,260404184926+0200,206,05,20605,41971044,35510516,33598465,206-05-6039,206-05-6039-23,5G,IoT Device,2740
234304499313675,447726684905,408579696678320,194.204.125.143,260406235920+0100,234,30,23430,56421970,52538134,63315488,234-30-6053,234-30-6053-87,4G,IoT Device,1140
240052184076673,467904907824,394487963616063,142.96.131.63,260407044656+0200,240,05,24005,12092218,15861478,22125289,240-05-7930,240-05-7930-55,3G,Smartphone,2497
234103852869141,447427043917,884371738303231,173.57.96.44,260402084544+0100,234,10,23410,54110351,51611142,70960468,234-10-1132,234-10-1132-35,3G,Smartphone,2884
234105972777198,447560534657,484450530968348,200.146.52.199,260404001110+0100,234,10,23410,64651613,70995314,69980406,234-10-1803,234-10-1803-23,3G,Tablet,1630
234387386880507,447551152471,807563067100030,184.243.120.198,260408095933+0000,234,38,23438,51754346,58234042,61440420,234-38-6962,234-38-6962-27,3G,Tablet,2220
240166753216336,467031798549,149165240490372,152.160.7.17,260402121710+0100,240,16,24016,30178850,21987560,19927197,240-16-1096,240-16-1096-37,5G,Smartphone,733
240016918660709,467319572416,848172895845369,132.115.151.116,260407000943+0100,240,01,24001,27064732,32181121,12484223,240-01-2824,240-01-2824-37,5G,Smartphone,2014
3101201440004075,151202310640,696642079729682,149.51.137.175,260403105618-0800,310,120,310120,75921181,94594608,98776062,310-120-5772,310-120-5772-63,4G,Tablet,1090
206052618329411,324568669890,858678004951680,209.165.114.61,260407082549+0200,206,05,20605,57397428,40037481,25750687,206-05-4683,206-05-4683-91,4G,Smartphone,2977
206102843997486,324980055733,804140480792660,86.29.191.66,260403105729+0200,206,10,20610,49394631,52608849,34695231,206-10-7180,206-10-7180-64,5G,Smartphone,1317
240045691781548,467261153833,607144726449347,87.59.19.173,260403050440+0100,240,04,24004,33519208,19461611,17674196,240-04-9423,240-04-9423-81,5G,Smartphone,1731
234209137206773,447397803993,442694066862075,55.156.61.151,260405042459+0100,234,20,23420,57117003,68896705,53884013,234-20-2323,234-20-2323-25,3G,Smartphone,1605
206013075384185,324601362608,484968366397561,119.29.121.102,260406164157+0100,206,01,20601,40530419,54511431,34289505,206-01-4777,206-01-4777-91,4G,Smartphone,514
234388090151748,447886220686,745054633643894,92.4.59.68,260404211754+0000,234,38,23438,52140530,62494186,55477125,234-38-2335,234-38-2335-46,4G,IoT Device,2242
3101207066489008,130548458130,846629008983057,150.184.118.235,260402192832-0700,310,120,310120,80238170,92372662,80902196,310-120-8702,310-120-8702-88,3G,Smartphone,542
3104108899375679,161725071461,255785622545738,143.215.142.227,260331162728-0800,310,410,310410,86204307,81687018,96954726,310-410-2735,310-410-2735-11,3G,Smartphone,22
240029718956907,467056260856,445178191118242,166.193.42.206,260403133324+0100,240,02,24002,16129352,18574986,13007435,240-02-9645,240-02-9645-37,5G,Tablet,178
240016652826481,467212243049,959129606856441,120.167.190.116,260403095548+0100,240,01,24001,33700779,16301416,14390205,240-01-4657,240-01-4657-37,5G,IoT Device,2876
3102602512957860,151294096003,532696896243958,131.219.58.111,260406124334-0500,310,260,310260,85359652,91931602,78444022,310-260-2353,310-260-2353-63,4G,IoT Device,322
240025893596792,467625525761,569009480335984,129.153.198.180,260404185644+0100,240,02,24002,27968819,11582781,27304748,240-02-4456,240-02-4456-20,5G,Smartphone,1532
240015052112036,467081641804,442401206081971,131.230.186.146,260401163008+0200,240,01,24001,18611891,11279801,28515699,240-01-6881,240-01-6881-55,5G,IoT Device,904
3102608731350357,141533950397,810192558630407,85.147.62.244,260402184114-0600,310,260,310260,79741147,73509829,98786492,310-260-6170,310-260-6170-75,4G,Smartphone,2747
206104254882142,324669143075,433837746661449,80.246.34.28,260406161501+0100,206,10,20610,40426563,35815049,43921599,206-10-9117,206-10-9117-91,5G,Smartphone,261
240245798889213,467273815229,378116702297254,59.106.139.154,260406040010+0100,240,24,24024,11247307,13762579,19956104,240-24-4249,240-24-4249-62,5G,Smartphone,1145
206104450252843,324529543130,421715485294723,119.29.121.102,260404134756+0200,206,10,20610,49311852,30626566,25327786,206-10-4681,206-10-4681-23,3G,IoT Device,2702
240079232737989,467690608548,210327638674630,163.248.126.54,260404164516+0100,240,07,24007,11699941,10773686,29779883,240-07-8239,240-07-8239-37,5G,Smartphone,569
206057371442140,324609210283,448719778635577,73.43.8.76,260403085152+0100,206,05,20605,55014788,40543272,33722273,206-05-8253,206-05-8253-98,4G,Tablet,2842
3101208273562326,120200270314,503270462510110,26.167.164.196,260405114152-0500,310,120,310120,97301163,90178094,65630063,310-120-8349,310-120-8349-63,4G,IoT Device,2931
234381184487890,447529184409,130372730255878,41.13.41.158,260402045746+0000,234,38,23438,55118096,60872757,65552877,234-38-2335,234-38-2335-87,3G,Tablet,2112
240044523191990,467921335683,226299127236670,196.74.147.123,260405211454+0100,240,04,24004,20079510,33874811,12322124,240-04-4510,240-04-4510-43,5G,Smartphone,871
234385783393994,447410951888,574445967878280,209.171.116.249,260407070412+0100,234,38,23438,72778526,68987307,61412052,234-38-1715,234-38-1715-76,3G,Smartphone,1282
3104108228280183,130535306885,673235748467678,104.181.112.114,260408135350-0800,310,410,310410,70619820,90495444,91791446,310-410-8406,310-410-8406-88,4G,IoT Device,763
240058850105583,467911153202,644786044009333,144.195.224.7,260407091154+0100,240,05,24005,29148303,24543466,18153518,240-05-6180,240-05-6180-55,5G,Tablet,939
234205306113900,447558927523,459646850870568,153.226.16.130,260403052848+0100,234,20,23420,76665996,72301227,57565368,234-20-2768,234-20-2768-35,3G,Tablet,1316
240015810457346,467694473387,836992640528905,199.191.48.248,260406163725+0100,240,01,24001,23052374,24654668,21568578,240-01-7873,240-01-7873-34,5G,Tablet,896
240054482287807,467290049630,876597106667629,143.13.148.165,260405061958+0100,240,05,24005,22695050,11061877,15256596,240-05-5002,240-05-5002-55,5G,Tablet,1444
234337665122150,447314188421,668095163090015,165.132.79.159,260407062532+0100,234,33,23433,70950045,74144828,59300409,234-33-2734,234-33-2734-35,5G,Tablet,382
206101283319558,324979903597,234172447717030,61.10.41.149,260401223612+0100,206,10,20610,41589690,43784345,41787853,206-10-9117,206-10-9117-91,3G,Tablet,783
234388702728204,447309380834,941678659123216,30.93.110.142,260406222122+0100,234,38,23438,72349453,72859401,50423418,234-38-7347,234-38-7347-27,5G,Smartphone,1025
240082453527911,467010851846,669473588985932,215.147.90.41,260404094717+0200,240,08,24008,12562691,18145770,21977786,240-08-8144,240-08-8144-37,5G,Smartphone,854
3104103972404226,161731216376,234531528209166,128.187.92.243,260408062954-0600,310,410,310410,70695110,73692179,65909463,310-410-2077,310-410-2077-88,3G,IoT Device,230
240249036184396,467922983369,199188099571783,57.148.84.167,260401185541+0200,240,24,24024,10344186,11718555,16514420,240-24-5558,240-24-5558-55,5G,Smartphone,2237
206018226723561,324594361475,620890712978823,69.118.156.23,260406082657+0100,206,01,20601,41990636,41381415,32025017,206-01-5494,206-01-5494-91,4G,Tablet,2188
240073769791627,467624396063,151798080798233,129.153.198.180,260406135356+0200,240,07,24007,31459634,34406635,28641478,240-07-8041,240-07-8041-53,4G,Smartphone,1701
206058007292365,324898914685,681239164922604,43.217.126.190,260408115212+0100,206,05,20605,35844217,33657089,41178161,206-05-8025,206-05-8025-98,5G,Smartphone,2780
240015454443283,467096520744,661789356609935,136.113.67.144,260315161254+0200,240,01,24001,34378968,33936701,17461270,240-01-5631,240-01-5631-48,5G,Smartphone,52
3104102162654963,130508334447,124859384887899,70.26.202.32,260408083816-0600,310,410,310410,81092881,70394048,83183960,310-410-1510,310-410-1510-63,4G,Smartphone,530
3104107832796637,161758187744,917901259246871,160.236.7.19,260407122329-0800,310,410,310410,80266159,78631671,90771294,310-410-3339,310-410-3339-30,4G,Smartphone,941
234103076617061,447768464820,904386138728481,11.26.58.196,260407073309+0000,234,10,23410,67176134,53543182,67936636,234-10-1359,234-10-1359-27,3G,Tablet,1529
240023252861323,467945645234,349202688644976,142.186.51.36,260403161227+0100,240,02,24002,36610385,10166984,15813729,240-02-3504,240-02-3504-37,4G,Smartphone,665
234336596471817,447534096199,692149995117563,28.98.51.89,260405070219+0100,234,33,23433,77573382,59500864,77549533,234-33-2734,234-33-2734-92,3G,Tablet,1735
206109504910860,324731715578,530919432197933,85.63.102.180,260403234834+0200,206,10,20610,43118744,48655861,37875356,206-10-9165,206-10-9165-23,5G,Smartphone,938
234385723647483,447392907671,501946916235118,33.205.211.33,260402031557+0100,234,38,23438,55301061,72004374,73395216,234-38-5128,234-38-5128-87,3G,Tablet,2863
240083191594296,467994572998,693792682607187,79.138.216.36,260403074441+0200,240,08,24008,37482592,10702951,24850554,240-08-4501,240-08-4501-37,5G,IoT Device,2729
3102602615487201,130540254550,983399880549080,34.237.0.121,260407101416-0500,310,260,310260,92340808,88910782,79011045,310-260-8159,310-260-8159-88,4G,Smartphone,809
206100156339180,324857644932,296137869330742,154.74.176.78,260405144122+0100,206,10,20610,59924254,36409783,29998400,206-10-6568,206-10-6568-98,3G,Smartphone,2378
234381337094726,447416315776,217152525743551,92.198.46.91,260408005115+0000,234,38,23438,57536616,62804943,58642728,234-38-7256,234-38-7256-35,3G,IoT Device,2652
206010465689698,324803688300,473533238379363,214.84.136.246,260405152139+0200,206,01,20601,53155754,32642677,50686180,206-01-7232,206-01-7232-42,5G,Smartphone,729
240011283827101,467232961512,139413124850766,113.163.209.250,260405051906+0100,240,01,24001,35213810,20908623,17529223,240-01-9279,240-01-9279-37,5G,Smartphone,573
240059792022212,467270322888,915578617026005,208.220.232.191,260403110350+0100,240,05,24005,14662176,12051174,24209268,240-05-2512,240-05-2512-55,5G,Smartphone,2024
234382526405179,447589219175,876891275214620,55.156.61.151,260406024830+0100,234,38,23438,70396020,66703579,61513375,234-38-6962,234-38-6962-20,4G,IoT Device,2575
3104808847871819,130583477051,116943144730802,154.32.235.27,260405162843-0800,310,480,310480,87352887,75523378,71332759,310-480-8632,310-480-8632-63,4G,Smartphone,1527
